transaction_id,customer_id,loan_id,transaction_date,transaction_amount,loan_amount,transaction_percentage
3661,347,1149,"8/30/2021 5:14",24216,36763,65.8706
1828,346,1576,"4/27/2020 9:00",36619,55640,65.8142
4518,474,1066,"3/11/2024 7:28",27529,41834,65.8053
836,893,1807,"12/4/2019 5:15",19840,30239,65.6106
3618,86,179,"12/2/2020 13:50",44587,67991,65.5778
1344,70,990,"9/16/2020 4:24",42587,65028,65.4903
937,686,1207,"7/28/2020 11:11",33664,51407,65.4852
1413,88,1624,"6/27/2021 2:03",49865,76472,65.2069
2336,695,1960,"5/3/2024 7:22",40603,62300,65.1734
2202,282,1527,"8/11/2022 19:15",36893,56756,65.0028
2166,388,2067,"10/7/2024 21:25",35805,55334,64.7071
4689,9,990,"9/18/2024 18:24",41734,65028,64.1785
195,533,605,"6/18/2024 4:16",46942,73451,63.9093
2654,3,2785,"4/9/2022 17:17",46947,74029,63.4170
3332,456,955,"9/25/2023 15:54",34205,54061,63.2711
2963,309,1422,"6/7/2024 7:42",43067,68119,63.2232
4448,842,559,"5/29/2023 12:36",40123,63500,63.1858
4014,765,1361,"11/12/2022 12:34",38634,61290,63.0348
103,278,559,"4/17/2022 2:56",39987,63500,62.9717
2193,512,1066,"7/2/2023 5:52",26286,41834,62.8341
2729,78,1854,"8/8/2022 5:43",41457,66063,62.7537
348,510,2981,"4/10/2020 16:01",35927,57385,62.6070
4908,213,748,"11/13/2021 11:24",22471,35922,62.5550
1401,497,1916,"1/18/2021 16:37",47110,75462,62.4288
4160,110,1513,"4/23/2020 9:23",41884,67172,62.3534
3178,518,745,"4/7/2023 8:28",41802,67110,62.2888
3052,295,432,"5/18/2020 4:58",41998,67425,62.2885
1224,953,976,"3/1/2020 1:57",47709,76634,62.2557
3630,378,953,"10/7/2021 7:15",29086,46838,62.0992
1862,568,2098,"12/8/2022 18:30",38743,62446,62.0424
556,541,1321,"6/9/2021 2:31",42739,68929,62.0044
274,116,1426,"10/31/2020 13:12",6817,11000,61.9727
4819,933,1503,"5/20/2023 12:58",22564,36521,61.7836
2310,630,1434,"5/21/2023 23:39",35019,56880,61.5665
1173,781,131,"4/13/2022 8:24",33711,54781,61.5378
137,90,1356,"5/16/2024 2:27",42145,68568,61.4645
4037,392,1695,"12/29/2019 21:21",21571,35103,61.4506
357,109,1646,"1/19/2024 10:03",39569,64426,61.4178
3539,989,228,"11/11/2021 1:51",34703,56652,61.2564
2858,310,2652,"8/28/2024 10:46",11192,18313,61.1151
1825,725,2582,"3/13/2022 2:09",7928,13054,60.7323
3020,206,1003,"5/10/2024 1:24",49590,81928,60.5288
860,2,733,"2/19/2020 12:57",47018,77858,60.3894
485,424,2743,"4/14/2022 12:31",47910,79789,60.0459
1503,877,1282,"7/6/2020 5:15",48084,80291,59.8872
1725,825,2827,"4/24/2022 5:37",44249,73927,59.8550
975,363,1689,"7/25/2021 21:56",32859,54919,59.8318
2203,567,2242,"5/17/2023 21:14",25092,42003,59.7386
1664,396,1183,"11/12/2023 9:51",44537,75115,59.2918
3056,364,2137,"8/18/2023 21:56",40114,67819,59.1486
3821,755,1899,"6/25/2022 22:04",31626,53501,59.1129
1832,708,1496,"5/24/2022 20:14",31094,52670,59.0355
4332,597,1321,"6/28/2024 20:39",40684,68929,59.0231
2472,26,113,"9/18/2023 3:06",38598,65715,58.7354
4865,875,330,"6/18/2020 12:44",29865,51005,58.5531
3656,759,1547,"11/8/2023 1:13",25436,43536,58.4252
4783,28,357,"9/24/2021 8:27",25708,44161,58.2143
3231,604,2596,"1/10/2020 15:35",16383,28165,58.1679
2006,614,1059,"1/2/2020 8:49",47293,81350,58.1352
624,797,124,"5/23/2022 12:47",9161,15784,58.0398
3893,5,1062,"12/22/2023 7:13",39860,68849,57.8948
3140,206,1072,"7/24/2023 19:12",39397,68206,57.7618
4537,787,1754,"2/19/2022 20:52",43530,75447,57.6961
4671,657,2643,"12/17/2022 18:16",20994,36419,57.6457
68,200,890,"7/26/2022 4:02",14815,25743,57.5496
3441,166,2621,"1/12/2021 19:43",20547,36066,56.9706
1041,57,1403,"11/18/2024 4:43",46472,82116,56.5931
3262,285,2982,"12/18/2020 22:05",38012,67189,56.5747
4838,274,750,"4/17/2021 3:40",22472,39810,56.4481
1568,340,1059,"1/28/2021 15:21",45767,81350,56.2594
3047,154,2785,"5/27/2023 19:55",41526,74029,56.0942
4449,571,183,"8/11/2024 19:29",23622,42176,56.0082
4884,876,1260,"9/10/2021 0:26",43348,77471,55.9538
2236,162,1420,"9/8/2022 2:51",43849,78465,55.8835
2357,410,2907,"4/29/2023 7:28",36828,65904,55.8813
2936,665,596,"8/7/2023 15:44",24559,43971,55.8527
803,870,1054,"5/30/2021 18:41",24297,43552,55.7885
2836,400,2473,"8/22/2020 1:37",30985,55853,55.4760
503,116,2053,"4/12/2021 18:50",41389,74648,55.4456
110,791,1026,"4/7/2022 15:44",49237,89272,55.1539
4254,203,1840,"4/9/2021 15:56",40439,73342,55.1376
904,775,505,"9/6/2024 4:16",29304,53229,55.0527
4793,742,81,"9/30/2023 16:37",40916,74694,54.7782
3182,430,149,"8/13/2022 1:10",23216,42581,54.5220
1507,513,1677,"1/18/2023 17:27",30637,56719,54.0154
4220,463,2151,"8/15/2023 20:08",49234,91764,53.6528
1573,14,2853,"3/11/2023 3:07",47451,88707,53.4918
1119,27,2599,"5/15/2022 7:28",26758,50085,53.4252
1611,945,1257,"10/26/2020 4:07",27796,52064,53.3881
1987,640,2165,"7/3/2022 17:44",44146,82907,53.2476
446,6,69,"10/18/2022 9:27",37779,70961,53.2391
4606,447,21,"7/20/2024 7:58",14844,27941,53.1262
4676,350,2013,"10/29/2024 13:21",43321,81590,53.0960
1252,136,1711,"6/30/2020 1:11",22423,42320,52.9844
4387,433,2853,"10/7/2023 21:10",46978,88707,52.9586
470,620,1695,"9/8/2024 2:19",18506,35103,52.7191
1782,382,1786,"7/20/2020 21:17",10583,20100,52.6517
4075,200,282,"5/2/2020 4:51",20940,39829,52.5748
1369,215,159,"7/13/2024 22:24",20545,39099,52.5461
1495,978,2321,"3/22/2024 5:39",41675,79447,52.4564
1200,181,685,"9/1/2020 0:13",26126,49839,52.4208
2773,447,2677,"8/16/2021 21:43",30517,58263,52.3780
1834,550,2226,"9/12/2023 19:44",37794,72289,52.2818
2762,295,722,"3/15/2021 17:28",48498,92790,52.2664
1588,419,671,"10/13/2021 13:16",47282,90658,52.1543
2312,886,508,"10/23/2022 8:29",15642,29994,52.1504
3640,473,2451,"1/4/2020 16:46",47927,92108,52.0335
4732,65,2680,"4/4/2024 14:30",45252,87004,52.0114
2455,202,1207,"1/13/2020 18:09",26695,51407,51.9287
627,241,2206,"11/19/2021 10:32",44959,86700,51.8558
1820,468,2990,"7/24/2020 3:08",27886,53922,51.7154
3689,239,1967,"2/10/2021 2:02",29978,58009,51.6782
1123,437,2307,"7/6/2023 7:09",42312,82009,51.5943
3338,475,2851,"1/1/2024 15:31",48493,94231,51.4618
2485,500,423,"6/14/2023 9:29",48403,94183,51.3925
2230,112,2502,"9/28/2021 3:37",48080,93632,51.3500
3703,209,1673,"10/17/2020 16:14",46647,90881,51.3276
1647,635,2033,"1/31/2024 13:32",37168,72547,51.2330
1538,757,2013,"12/7/2020 14:23",41734,81590,51.1509
2128,464,1463,"8/21/2020 18:38",41973,82208,51.0571
423,874,611,"1/15/2022 0:05",31409,61566,51.0168
4988,385,2618,"2/12/2022 3:12",46618,91930,50.7103
2807,704,117,"9/2/2020 6:17",17292,34193,50.5718
4836,654,2511,"5/9/2024 9:36",35242,69693,50.5675
1228,740,605,"12/20/2022 18:39",36900,73451,50.2376
208,902,230,"3/5/2020 16:12",43953,87500,50.2320
2433,968,447,"4/27/2020 10:18",21310,42439,50.2132
